ghsa_id,repo_url,commit_old,commit_new,vulnerable_range,patched_version,diff_files,prompts_dir
GHSA-7pq5-qcp6-mcww,https://github.com/ckan/ckan,a4fc5e06634ed51d653ab819a7efc8e62f816f68,7da6a26c6183e0a97a356d1b1d2407f3ecc7b9c8,< 2.10.7,2.10.7,[],outputs\prompts\GHSA-7pq5-qcp6-mcww
